Марка и модель,Выигрышная ставка,Записей о продаже,VIN,Пробег,Дата аукциона,Двигатель,Цвет,Коробка передач,Топливо,Привод,Ключи,Состояние,Место продажи,Стоимость ремонта,Рыночная стоимость,Документы,Тип повреждения,Основное повреждение,Второстепенное повреждение,Кузов
2015 Mercedes-benz C 300 4matic,$ 4 650 CAD,1,55SWF4KB5FU060153,,17.05.2024 17:00 UTC,2.0l 4,Серебряный,Автоматическая,Бензин,Полный привод,,улучшенные транспортные средства,""BOWMANVILLE, ONTARIO"",$ 35 477 CAD,$ 13 250 CAD,ON - PERMIT NO BRAND - UNFIT,Столкновение,Повреждение стороны,Верх/крыша,4-дверный седан
2002 Dodge Ram 1500,$ 425 USD,1,3D7HA18N62G126583,,17.05.2024 17:00 UTC,4.7l 8,Синий,Автоматическая,Бензин,задний привод,Ключи присутствуют,улучшенные транспортные средства,""CHICAGO HEIGHTS, ILLINOIS"",$ 6 206 USD,$ 0 USD,IL - SALVAGE CERTIFICATE,Столкновение,Повсюду,,
2014 Honda Civic Ex,$ 3 450 USD,1,19XFB2F81EE024836,223 902 mi(подтвержден),17.05.2024 17:00 UTC,1.8l 4,Серый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""DES MOINES, IOWA"",$ 0 USD,$ 9 700 USD,IA - CERT OF TITLE-SALVAGE TITLE,Столкновение,Повреждение задней части,Град,
2014 Jeep Grand Cherokee Laredo,$ 3 850 USD,1,1C4RJFAG0EC546578,132 012 mi(подтвержден),17.05.2024 17:00 UTC,3.6l 6,Белый,Автоматическая,Этанолосодержащий бензин,4х4 с задним приводом,,улучшенные транспортные средства,""CHICAGO HEIGHTS, ILLINOIS"",$ 14 446 USD,$ 9 650 USD,IL - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение стороны,
2017 Toyota Prius,$ 3 650 USD,1,JTDKBRFU5H3036889,180 454 mi(подтвержден),17.05.2024 17:00 UTC,1.8l 4,Черный,Автоматическая,Гибрид,передний привод,Ключи присутствуют,заводится и едет,""TULSA, OKLAHOMA"",$ 8 617 USD,$ 17 300 USD,OK - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,Незначительная вмятина/царапины,
2014 Mercedes-benz C 250,$ 2 050 USD,2,WDDGF4HB8EA966470,101 443 mi(подтвержден),17.05.2024 18:00 UTC,1.8l 4,Серебряный,Автоматическая,Бензин,задний привод,Ключи присутствуют,заводится и едет,""ANTHONY, TEXAS"",$ 10 242 USD,$ 8 850 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение передней части,,
2009 Kia Rio Base,$ 175 CAD,1,KNADE223596472076,183 646 mi(подтвержден),17.05.2024 17:00 UTC,1.6l 4,Красный,Автоматическая,Бензин,передний привод,,улучшенные транспортные средства,""BOWMANVILLE, ONTARIO"",$ 17 637 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Повреждение передней части,,4-дверный седан
2011 Subaru Impreza 2.5i Premium,$ 1 350 USD,1,JF1GE6B60BH507544,173 872 mi(подтвержден),17.05.2024 18:00 UTC,2.5l 4,Белый,Автоматическая,Бензин,Полный привод,Ключи присутствуют,заводится и едет,""ANTHONY, NEW MEXICO"",$ 6 123 USD,$ 6 975 USD,NM - CERT OF TITLE-SALVAGE,Столкновение,Повреждение стороны,Повреждение задней части,4-дверный седан
2009 Jeep Wrangler Unlimited X,$ 2 950 USD,1,1J4GA39139L746148,172 445 mi,17.05.2024 17:00 UTC,3.8l 6,Черный,Автоматическая,Бензин,4х4 с задним приводом,Ключи присутствуют,заводится и едет,""TULSA, OKLAHOMA"",$ 13 065 USD,$ 11 300 USD,OK - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,Повреждение стороны,
2008 Saturn Vue Xe,$ 350 USD,1,3GSCL33P28S628021,220 838 mi,17.05.2024 17:00 UTC,2.4l 4,Синий,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""FLORENCE, MISSISSIPPI"",$ 2 365 USD,$ 3 725 USD,MS - CERT OF TITLE-SALVAGED,Столкновение,Повреждение передней части,Повреждение стороны,
2015 Dodge Challenger Sxt,$ 5 100 USD,1,2C3CDZAG2FH713170,130 425 mi(подтвержден),17.05.2024 17:00 UTC,3.6l 6,Черный,Автоматическая,Этанолосодержащий бензин,задний привод,Ключи присутствуют,заводится и едет,""TULSA, OKLAHOMA"",$ 7 949 USD,$ 15 250 USD,OK - CERT OF TITLE-SALVAGE,Столкновение,Повреждение ходовой части,Повреждение передней части,
2018 Jeep Wrangler Sport,$ 7 700 CAD,1,1C4AJWAG0JL917309,78 092 mi(подтвержден),17.05.2024 17:00 UTC,3.6l 6,Белый,Механическая,Этанолосодержащий бензин,4х4 с задним приводом,Ключи присутствуют,двигатель запускается,""LONDON, ONTARIO"",$ 31 162 CAD,$ 21 400 CAD,ON - PERMIT NO BRAND - UNFIT,Столкновение,Повреждение передней части,Повреждение стороны,
2012 Bmw X5 Xdrive35i,$ 1 750 USD,1,5UXZV4C58CL765689,137 730 mi(подтвержден),17.05.2024 14:00 UTC,3.0l 6,Серый,Автоматическая,Бензин,Полный привод,Ключи присутствуют,заводится и едет,""NORTH BILLERICA, MASSACHUSETTS"",$ 9 170 USD,$ 0 USD,MA - CERT OF TITLE-RECONSTRCTD COLL,Столкновение,Повреждение передней части,,
2013 Honda Accord Exl,$ 1 350 USD,1,1HGCR2F81DA134805,,17.05.2024 17:00 UTC,2.4l 4,Бордовый,Автоматическая,Бензин,передний привод,,улучшенные транспортные средства,""CHICAGO HEIGHTS, ILLINOIS"",$ 11 101 USD,$ 11 475 USD,IL - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение стороны,
2016 Ram 1500 Sport,$ 8 400 USD,1,1C6RR7MTXGS181057,106 780 mi(подтвержден),17.05.2024 18:00 UTC,5.7l 8,Черный,Автоматическая,Бензин,4х4 с задним приводом,Ключи присутствуют,заводится и едет,""ANTHONY, NEW MEXICO"",$ 18 328 USD,$ 23 725 USD,NM - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,Повреждение ходовой части,пикап экипажа
2020 Mercedes-benz Gle 450 4matic,$ 20 200 CAD,1,4JGFB5KE0LA292740,,17.05.2024 17:00 UTC,3.0l 6,Черный,Автоматическая,Бензин,Полный привод,Ключи присутствуют,улучшенные транспортные средства,""BOWMANVILLE, ONTARIO"",$ 80 110 CAD,$ 49 150 CAD,ON - PERMIT SALVAGE,Столкновение,Повреждение передней части,Повреждение ходовой части,
2016 Honda Cr-v Ex,$ 6 100 CAD,1,2HKRM4H50GH131722,96 694 mi(подтвержден),17.05.2024 17:00 UTC,2.4l 4,Черный,Автоматическая,Бензин,Полный привод,Ключи присутствуют,двигатель запускается,""LONDON, ONTARIO"",$ 20 054 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Повреждение стороны,,4-дверный спорт
2016 Chevrolet Cruze Lt,$ 1 650 USD,1,1G1BE5SM8G7274273,130 376 mi(подтвержден),17.05.2024 17:00 UTC,1.4l 4,Серебряный,Автоматическая,Бензин,передний привод,Ключи присутствуют,двигатель запускается,""CHICAGO HEIGHTS, ILLINOIS"",$ 7 433 USD,$ 9 025 USD,IL - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,
2012 Ford Mustang,$ 1 300 USD,1,1ZVBP8EM7C5254890,142 145 mi(подтвержден),17.05.2024 14:00 UTC,3.7l 6,Черный,Автоматическая,Бензин,задний привод,Ключи присутствуют,заводится и едет,""NORTH BILLERICA, MASSACHUSETTS"",$ 8 513 USD,$ 0 USD,MA - CERT OF TITLE-RECONSTRCTD COLL,Столкновение,Повреждение стороны,Повреждение передней части,
2017 Hyundai Elantra Se,$ 3 100 CAD,1,KMHD84LF9HU169273,169 405 mi(подтвержден),17.05.2024 17:00 UTC,2.0l 4,Серебряный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""BOWMANVILLE, ONTARIO"",$ 9 674 CAD,$ 0 CAD,ON - PERMIT NO BRAND - UNFIT,Столкновение,Повреждение стороны,Повреждение задней части,4-дверный седан
2021 Volkswagen Tiguan Sel Premium R-line,$ 18 900 CAD,1,3VV4B7AX7MM064671,69 323 mi(подтвержден),17.05.2024 17:00 UTC,2.0l 4,Серый,Автоматическая,Бензин,Полный привод,Ключи присутствуют,заводится и едет,""BOWMANVILLE, ONTARIO"",$ 25 250 CAD,$ 0 CAD,ON - PERMIT NO BRAND - UNFIT,Столкновение,Повреждение передней части,Повреждение стороны,
2024 Mercedes-benz Gls 450 4matic,$ 39 750 CAD,1,4JGFF5KE1RB055200,4 699 mi(подтвержден),17.05.2024 17:00 UTC,3.0l 6,Черный,Автоматическая,Бензин,Полный привод,Ключи присутствуют,улучшенные транспортные средства,""BOWMANVILLE, ONTARIO"",$ 76 930 CAD,$ 0 CAD,ON - PERMIT NO BRAND - UNFIT,Столкновение,Повреждение передней части,Повреждение ходовой части,
2016 Hyundai Elantra Se,$ 1 050 USD,1,KMHDH4AE3GU632971,151 790 mi(подтвержден),17.05.2024 14:00 UTC,1.8l 4,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""NORTH BILLERICA, COLORADO"",$ 7 751 USD,$ 0 USD,CO - BILL OF SALE-PARTS ONLY,Столкновение,Повреждение передней части,,4-дверный седан
2013 Honda Accord Sport,$ 1 900 CAD,1,1HGCR2F56DA801289,192 714 mi,17.05.2024 17:00 UTC,2.4l 4,Серый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""BOWMANVILLE, ONTARIO"",$ 9 585 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Повреждение задней части,Повреждение ходовой части,
2009 Nissan Murano S,$ 425 USD,1,JN8AZ18U69W015964,224 970 mi,17.05.2024 17:00 UTC,3.5l 6,Коричневый,,Бензин,передний привод,Ключи присутствуют,заводится и едет,""FLORENCE, MISSISSIPPI"",$ 5 109 USD,$ 5 175 USD,MS - CERT OF TITLE-SALVAGED,Столкновение,Повреждение передней части,Повреждение рамы,
2023 Hyundai Venue Sel,$ 6 300 CAD,1,KMHRC8A39PU277699,7 220 mi(подтвержден),17.05.2024 17:00 UTC,1.6l 4,Красный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""BOWMANVILLE, ONTARIO"",$ 22 920 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Повреждение передней части,Повреждение ходовой части,
2022 Ford Transit Connect Xlt,$ 8 400 USD,1,NM0GE9F2XN1533016,6 577 mi(подтвержден),17.05.2024 14:00 UTC,2.0l 4,Серый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""NORTH BILLERICA, MASSACHUSETTS"",$ 0 USD,$ 36 175 USD,MA - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,Незначительная вмятина/царапины,
2020 Hyundai Elantra Sel,$ 5 100 CAD,1,KMHD84LF8LU924356,73 340 mi(подтвержден),17.05.2024 17:00 UTC,2.0l 4,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""BOWMANVILLE, ONTARIO"",$ 20 127 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Повреждение передней части,Повреждение ходовой части,
2008 Toyota Highlander Sport,$ 1 100 USD,1,JTEDS43A982020914,282 208 mi,17.05.2024 17:00 UTC,3.5l 6,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""DES MOINES, IOWA"",$ 5 324 USD,$ 8 075 USD,IA - CERT OF TITLE-SALVAGE TITLE,Столкновение,Повреждение передней части,,
